"","x"
"corr[1]",0.0156521373637254
"corr[2]",0.00971276452195533
"corr[3]",-0.139274238887497
"corr[4]",0.3193803443096
"corr[5]",0.301084243629137
"cov[1,1,1]",0.00211381947868679
"cov[1,1,2]",0.00236853978667345
"cov[1,1,3]",0.00155754093359582
"cov[1,1,4]",0.00153286284005298
"cov[1,1,5]",0.00184398498638719
"cov[1,2,1]",6.92264313132858e-05
"cov[1,2,2]",9.79193827959162e-05
"cov[1,2,3]",-0.000355203322348988
"cov[1,2,4]",0.000638017881919175
"cov[1,2,5]",0.000754405306991632
"cov[2,1,1]",6.92264313132858e-05
"cov[2,1,2]",9.79193827959162e-05
"cov[2,1,3]",-0.000355203322348988
"cov[2,1,4]",0.000638017881919175
"cov[2,1,5]",0.000754405306991632
"cov[2,2,1]",0.00170500668619738
"cov[2,2,2]",0.00211008674191994
"cov[2,2,3]",0.00268063520668668
"cov[2,2,4]",0.00170573971297318
"cov[2,2,5]",0.0023336968902374
"muOfGaussian[1,1]",40.6911907066721
"muOfGaussian[1,2]",-73.9147321878816
"muOfGaussian[2,1]",40.6981668009109
"muOfGaussian[2,2]",-73.896446765343
"muOfGaussian[3,1]",40.6981348049793
"muOfGaussian[3,2]",-73.9167734439302
"muOfGaussian[4,1]",40.6660081218835
"muOfGaussian[4,2]",-74.0091774079505
"muOfGaussian[5,1]",40.7095322742168
"muOfGaussian[5,2]",-73.9555932430503
"pk[1]",0.191580909001616
"pk[2]",0.257565601023267
"pk[3]",0.198577115785078
"pk[4]",0.146773200017595
"pk[5]",0.205503174172443
