"","x"
"corr[1]",0.136850674993569
"corr[2]",0.521127211555301
"corr[3]",0.53594780109235
"corr[4]",0.369460713546675
"corr[5]",0.737509668891121
"corr[6]",0.86548939035837
"corr[7]",0.0269735234613721
"corr[8]",0.153301171615541
"cov[1,1,1]",0.000311710697260183
"cov[1,1,2]",0.000165153155747819
"cov[1,1,3]",0.000203517356301321
"cov[1,1,4]",0.000310284981143725
"cov[1,1,5]",0.00016855692569066
"cov[1,1,6]",0.000567464379844327
"cov[1,1,7]",0.000295865346750093
"cov[1,1,8]",0.000302761495432434
"cov[1,2,1]",1.22185624875203e-05
"cov[1,2,2]",7.95507433870544e-05
"cov[1,2,3]",0.000103593585426523
"cov[1,2,4]",2.3124703229557e-05
"cov[1,2,5]",0.000100666952825231
"cov[1,2,6]",0.000346978883947125
"cov[1,2,7]",1.5632524356525e-05
"cov[1,2,8]",1.21971034176087e-05
"cov[2,1,1]",1.22185624875203e-05
"cov[2,1,2]",7.95507433870544e-05
"cov[2,1,3]",0.000103593585426523
"cov[2,1,4]",2.3124703229557e-05
"cov[2,1,5]",0.000100666952825231
"cov[2,1,6]",0.000346978883947125
"cov[2,1,7]",1.5632524356525e-05
"cov[2,1,8]",1.21971034176087e-05
"cov[2,2,1]",0.000110577971788695
"cov[2,2,2]",7.77653645060449e-05
"cov[2,2,3]",8.29655613128924e-05
"cov[2,2,4]",0.000110042434304125
"cov[2,2,5]",8.71487730507971e-05
"cov[2,2,6]",0.000241313827675393
"cov[2,2,7]",0.00011679046566183
"cov[2,2,8]",0.000106382742817657
"muOfGaussian[1,1]",40.762058970588
"muOfGaussian[1,2]",-73.9754008870903
"muOfGaussian[2,1]",40.7807729271945
"muOfGaussian[2,2]",-73.9565805579319
"muOfGaussian[3,1]",40.778144288601
"muOfGaussian[3,2]",-73.9718647875921
"muOfGaussian[4,1]",40.7844834961923
"muOfGaussian[4,2]",-73.9647337070056
"muOfGaussian[5,1]",40.8016595659136
"muOfGaussian[5,2]",-73.9576313827307
"muOfGaussian[6,1]",40.7917048692534
"muOfGaussian[6,2]",-73.9637171034403
"muOfGaussian[7,1]",40.7725985978861
"muOfGaussian[7,2]",-73.9621616096821
"muOfGaussian[8,1]",40.7600261016643
"muOfGaussian[8,2]",-73.974570084334
"pk[1]",0.0901545747621723
"pk[2]",0.17987603152484
"pk[3]",0.155658307008514
"pk[4]",0.0800914474020492
"pk[5]",0.110857267083442
"pk[6]",0.205146585557464
"pk[7]",0.0823737528192947
"pk[8]",0.0958420338422235
