"","x"
"corr[1]",0.169348527251371
"corr[2]",-0.0183194021123047
"corr[3]",0.127652862400218
"corr[4]",-0.0142913920738231
"corr[5]",-0.287156843585123
"corr[6]",-0.0257516083798194
"corr[7]",-0.0839872959480465
"cov[1,1,1]",0.00166593666184333
"cov[1,1,2]",0.00164103553561291
"cov[1,1,3]",0.0013661912511534
"cov[1,1,4]",0.00187891710212728
"cov[1,1,5]",0.00127438871089811
"cov[1,1,6]",0.000734229030817291
"cov[1,1,7]",0.0013313812423798
"cov[1,2,1]",0.000150812829468914
"cov[1,2,2]",0.000201807911344044
"cov[1,2,3]",0.000272498601872232
"cov[1,2,4]",0.00027686097457112
"cov[1,2,5]",-0.000440412265594749
"cov[1,2,6]",8.79737849874939e-05
"cov[1,2,7]",-0.000223665550250346
"cov[2,1,1]",0.000150812829468914
"cov[2,1,2]",0.000201807911344044
"cov[2,1,3]",0.000272498601872232
"cov[2,1,4]",0.00027686097457112
"cov[2,1,5]",-0.000440412265594749
"cov[2,1,6]",8.79737849874939e-05
"cov[2,1,7]",-0.000223665550250346
"cov[2,2,1]",0.00161869906635002
"cov[2,2,2]",0.00150352896544531
"cov[2,2,3]",0.00236772369118852
"cov[2,2,4]",0.00277771532196554
"cov[2,2,5]",0.00166267773815046
"cov[2,2,6]",0.0013592010362207
"cov[2,2,7]",0.00138182888801948
"muOfGaussian[1,1]",40.6928839784764
"muOfGaussian[1,2]",-73.9676061797349
"muOfGaussian[2,1]",40.6862444854869
"muOfGaussian[2,2]",-73.9423452675317
"muOfGaussian[3,1]",40.6848894346289
"muOfGaussian[3,2]",-73.9437081418032
"muOfGaussian[4,1]",40.74374565504
"muOfGaussian[4,2]",-73.8701836603276
"muOfGaussian[5,1]",40.7093264879669
"muOfGaussian[5,2]",-73.8965078777683
"muOfGaussian[6,1]",40.6855144225933
"muOfGaussian[6,2]",-73.9078329152214
"muOfGaussian[7,1]",40.6830715836325
"muOfGaussian[7,2]",-73.9522095742758
"pk[1]",0.129124124099924
"pk[2]",0.146757376516471
"pk[3]",0.170149841528071
"pk[4]",0.132525991251836
"pk[5]",0.199458008721148
"pk[6]",0.083037742731396
"pk[7]",0.138946915151154
